Circle, white, A, black
Star, purple, H, brown
Star, purple, I, brown
Star, purple, J, brown
Star, purple, K, brown
Star, purple, L, brown
Star, purple, M, brown
Star, purple, N, brown
Star, purple, O, brown
Star, purple, P, brown
Star, purple, Q, brown
Star, purple, R, brown
Star, purple, S, brown
Star, purple, T, brown
Star, purple, U, brown
Star, purple, V, brown
Star, purple, W, brown
Star, purple, X, brown
Star, purple, Y, brown
Star, purple, Z, brown
Star, purple, 0, brown
Star, purple, 1, brown
Star, purple, 2, brown
Star, purple, 3, brown
Star, purple, 4, brown
Star, purple, 5, brown
Star, purple, 6, brown
Star, purple, 7, brown
Star, purple, 8, brown
Star, purple, 9, brown
Star, purple, A, orange
Star, purple, B, orange
Star, purple, C, orange
Star, purple, D, orange
Star, purple, E, orange
Star, purple, F, orange
Star, purple, G, orange
Star, purple, H, orange
Star, purple, I, orange
Star, purple, J, orange
Star, purple, K, orange
Star, purple, L, orange
Star, purple, M, orange
Star, purple, N, orange
Star, purple, O, orange
Star, purple, P, orange
Star, purple, Q, orange
Star, purple, R, orange
Star, purple, S, orange
Star, purple, T, orange
Star, purple, U, orange
Star, purple, V, orange
Star, purple, W, orange
Star, purple, X, orange
Star, purple, Y, orange
Star, purple, Z, orange
Star, purple, 0, orange
Star, purple, 1, orange
Star, purple, 2, orange
Star, purple, 3, orange
Star, purple, 4, orange
Star, purple, 5, orange
Star, purple, 6, orange
Star, purple, 7, orange
Star, purple, 8, orange
Star, purple, 9, orange
Star, brown, A, white
Star, brown, B, white
Star, brown, C, white
Star, brown, D, white
Star, brown, E, white
Star, brown, F, white
Star, brown, G, white
Star, brown, H, white
Star, brown, I, white
Star, brown, J, white
Star, brown, K, white
Star, brown, L, white
Star, brown, M, white
Star, brown, N, white
Star, brown, O, white
Star, brown, P, white
Star, brown, Q, white
Star, brown, R, white
Star, brown, S, white
Star, brown, T, white
Star, brown, U, white
Star, brown, V, white
Star, brown, W, white
Star, brown, X, white
Star, brown, Y, white
Star, brown, Z, white
Star, brown, 0, white
Star, brown, 1, white
Star, brown, 2, white
Star, brown, 3, white
Star, brown, 4, white
Star, brown, 5, white
Star, brown, 6, white
Star, brown, 7, white
Star, brown, 8, white
Star, brown, 9, white
Star, brown, A, black
Star, brown, B, black
Star, brown, C, black
Star, brown, D, black
Star, brown, E, black
Star, brown, F, black
Star, brown, G, black
Star, brown, H, black
Star, brown, I, black
Star, brown, J, black
Star, brown, K, black
Star, brown, L, black
Star, brown, M, black
Star, brown, N, black
Star, brown, O, black
Star, brown, P, black
Star, brown, Q, black
Star, brown, R, black
Star, brown, S, black
Star, brown, T, black
Star, brown, U, black
Star, brown, V, black
Star, brown, W, black
Star, brown, X, black
Star, brown, Y, black
Star, brown, Z, black
Star, brown, 0, black
Star, brown, 1, black
Star, brown, 2, black
Star, brown, 3, black
Star, brown, 4, black
Star, brown, 5, black
Star, brown, 6, black
Star, brown, 7, black
Star, brown, 8, black
Star, brown, 9, black
Star, brown, A, red
Star, brown, B, red
Star, brown, C, red
Star, brown, D, red
Star, brown, E, red
Star, brown, F, red
Star, brown, G, red
Star, brown, H, red
Star, brown, I, red
Star, brown, J, red
Star, brown, K, red
Star, brown, L, red
Star, brown, M, red
Star, brown, N, red
Star, brown, O, red
Star, brown, P, red
Star, brown, Q, red
Star, brown, R, red
Star, brown, S, red
Star, brown, T, red
Star, brown, U, red
Star, brown, V, red
Star, brown, W, red
Star, brown, X, red
Star, brown, Y, red
Star, brown, Z, red
Star, brown, 0, red
Star, brown, 1, red
Star, brown, 2, red
Star, brown, 3, red
Star, brown, 4, red
Star, brown, 5, red
Star, brown, 6, red
Star, brown, 7, red
Star, brown, 8, red
Star, brown, 9, red
Star, brown, A, blue
Star, brown, B, blue
Star, brown, C, blue
Star, brown, D, blue
Star, brown, E, blue
Star, brown, F, blue
Star, brown, G, blue
Star, brown, H, blue
Star, brown, I, blue
Star, brown, J, blue
Star, brown, K, blue
Star, brown, L, blue
Star, brown, M, blue
Star, brown, N, blue
Star, brown, O, blue
Star, brown, P, blue
Star, brown, Q, blue
Star, brown, R, blue
Star, brown, S, blue
Star, brown, T, blue
Star, brown, U, blue
Star, brown, V, blue
Star, brown, W, blue
Star, brown, X, blue
Star, brown, Y, blue
Star, brown, Z, blue
Star, brown, 0, blue
Star, brown, 1, blue
Star, brown, 2, blue
Star, brown, 3, blue
Star, brown, 4, blue
Star, brown, 5, blue
Star, brown, 6, blue
Star, brown, 7, blue
Star, brown, 8, blue
Star, brown, 9, blue
Star, brown, A, green
Star, brown, B, green
Star, brown, C, green
Star, brown, D, green
Star, brown, E, green
Star, brown, F, green
Star, brown, G, green
Star, brown, H, green
Star, brown, I, green
Star, brown, J, green
Star, brown, K, green
Star, brown, L, green
Star, brown, M, green
Star, brown, N, green
Star, brown, O, green
Star, brown, P, green
Star, brown, Q, green
Star, brown, R, green
Star, brown, S, green
Star, brown, T, green
Star, brown, U, green
Star, brown, V, green
Star, brown, W, green
Star, brown, X, green
Star, brown, Y, green
Star, brown, Z, green
Star, brown, 0, green
Star, brown, 1, green
Star, brown, 2, green
Star, brown, 3, green
Star, brown, 4, green
Star, brown, 5, green
Star, brown, 6, green
Star, brown, 7, green
Star, brown, 8, green
Star, brown, 9, green
Star, brown, A, purple
Star, brown, B, purple
Star, brown, C, purple
Star, brown, D, purple
Star, brown, E, purple
Star, brown, F, purple
Star, brown, G, purple
Star, brown, H, purple
Star, brown, I, purple
Star, brown, J, purple
Star, brown, K, purple
Star, brown, L, purple
Star, brown, M, purple
Star, brown, N, purple
Star, brown, O, purple
Star, brown, P, purple
Star, brown, Q, purple
Star, brown, R, purple
Star, brown, S, purple
Star, brown, T, purple
Star, brown, U, purple
Star, brown, V, purple
Star, brown, W, purple
Star, brown, X, purple
Star, brown, Y, purple
Star, brown, Z, purple
Star, brown, 0, purple
Star, brown, 1, purple
Star, brown, 2, purple
Star, brown, 3, purple
Star, brown, 4, purple
Star, brown, 5, purple
Star, brown, 6, purple
Star, brown, 7, purple
Star, brown, 8, purple
Star, brown, 9, purple
Star, brown, A, orange
Star, brown, B, orange
Star, brown, C, orange
Star, brown, D, orange
Star, brown, E, orange
Star, brown, F, orange
Star, brown, G, orange
Star, brown, H, orange
Star, brown, I, orange
Star, brown, J, orange
Star, brown, K, orange
Star, brown, L, orange
Star, brown, M, orange
Star, brown, N, orange
Star, brown, O, orange
Star, brown, P, orange
Star, brown, Q, orange
Star, brown, R, orange
Star, brown, S, orange
Star, brown, T, orange
Star, brown, U, orange
Star, brown, V, orange
Star, brown, W, orange
Star, brown, X, orange
Star, brown, Y, orange
Star, brown, Z, orange
Star, brown, 0, orange
Star, brown, 1, orange
Star, brown, 2, orange
Star, brown, 3, orange
Star, brown, 4, orange
Star, brown, 5, orange
Star, brown, 6, orange
Star, brown, 7, orange
Star, brown, 8, orange
Star, brown, 9, orange
Star, orange, A, white
Star, orange, B, white
Star, orange, C, white
Star, orange, D, white
Star, orange, E, white
Star, orange, F, white
Star, orange, G, white
Star, orange, H, white
Star, orange, I, white
Star, orange, J, white
Star, orange, K, white
Star, orange, L, white
Star, orange, M, white
Star, orange, N, white
Star, orange, O, white
Star, orange, P, white
Star, orange, Q, white
Star, orange, R, white
Star, orange, S, white
Star, orange, T, white
Star, orange, U, white
Star, orange, V, white
Star, orange, W, white
Star, orange, X, white
Star, orange, Y, white
Star, orange, Z, white
Star, orange, 0, white
Star, orange, 1, white
Star, orange, 2, white
Star, orange, 3, white
Star, orange, 4, white
Star, orange, 5, white
Star, orange, 6, white
Star, orange, 7, white
Star, orange, 8, white
Star, orange, 9, white
Star, orange, A, black
Star, orange, B, black
Star, orange, C, black
Star, orange, D, black
Star, orange, E, black
Star, orange, F, black
Star, orange, G, black
Star, orange, H, black
Star, orange, I, black
Star, orange, J, black
Star, orange, K, black
Star, orange, L, black
Star, orange, M, black
Star, orange, N, black
Star, orange, O, black
Star, orange, P, black
Star, orange, Q, black
Star, orange, R, black
Star, orange, S, black
Star, orange, T, black
Star, orange, U, black
Star, orange, V, black
Star, orange, W, black
Star, orange, X, black
Star, orange, Y, black
Star, orange, Z, black
Star, orange, 0, black
Star, orange, 1, black
Star, orange, 2, black
Star, orange, 3, black
Star, orange, 4, black
Star, orange, 5, black
Star, orange, 6, black
Star, orange, 7, black
Star, orange, 8, black
Star, orange, 9, black
Star, orange, A, red
Star, orange, B, red
Star, orange, C, red
Star, orange, D, red
Star, orange, E, red
Star, orange, F, red
Star, orange, G, red
Star, orange, H, red
Star, orange, I, red
Star, orange, J, red
Star, orange, K, red
Star, orange, L, red
Star, orange, M, red
Star, orange, N, red
Star, orange, O, red
Star, orange, P, red
Star, orange, Q, red
Star, orange, R, red
Star, orange, S, red
Star, orange, T, red
Star, orange, U, red
Star, orange, V, red
Star, orange, W, red
Star, orange, X, red
Star, orange, Y, red
Star, orange, Z, red
Star, orange, 0, red
Star, orange, 1, red
Star, orange, 2, red
Star, orange, 3, red
Star, orange, 4, red
Star, orange, 5, red
Star, orange, 6, red
Star, orange, 7, red
Star, orange, 8, red
Star, orange, 9, red
Star, orange, A, blue
Star, orange, B, blue
Star, orange, C, blue
Star, orange, D, blue
Star, orange, E, blue
Star, orange, F, blue
Star, orange, G, blue
Star, orange, H, blue
Star, orange, I, blue
Star, orange, J, blue
Star, orange, K, blue
Star, orange, L, blue
Star, orange, M, blue
Star, orange, N, blue
Star, orange, O, blue
Star, orange, P, blue
Star, orange, Q, blue
Star, orange, R, blue
Star, orange, S, blue
Star, orange, T, blue
Star, orange, U, blue
Star, orange, V, blue
Star, orange, W, blue
Star, orange, X, blue
Star, orange, Y, blue
Star, orange, Z, blue
Star, orange, 0, blue
Star, orange, 1, blue
Star, orange, 2, blue
Star, orange, 3, blue
Star, orange, 4, blue
Star, orange, 5, blue
Star, orange, 6, blue
Star, orange, 7, blue
Star, orange, 8, blue
Star, orange, 9, blue
Star, orange, A, green
Star, orange, B, green
Star, orange, C, green
Star, orange, D, green
Star, orange, E, green
Star, orange, F, green
Star, orange, G, green
Star, orange, H, green
Star, orange, I, green
Star, orange, J, green
Star, orange, K, green
Star, orange, L, green
Star, orange, M, green
Star, orange, N, green
Star, orange, O, green
Star, orange, P, green
Star, orange, Q, green
Star, orange, R, green
Star, orange, S, green
Star, orange, T, green
Star, orange, U, green
Star, orange, V, green
Star, orange, W, green
Star, orange, X, green
Star, orange, Y, green
Star, orange, Z, green
Star, orange, 0, green
Star, orange, 1, green
Star, orange, 2, green
Star, orange, 3, green
Star, orange, 4, green
Star, orange, 5, green
Star, orange, 6, green
Star, orange, 7, green
Star, orange, 8, green
Star, orange, 9, green
Star, orange, A, purple
Star, orange, B, purple
Star, orange, C, purple
Star, orange, D, purple
Star, orange, E, purple
Star, orange, F, purple
Star, orange, G, purple
Star, orange, H, purple
Star, orange, I, purple
Star, orange, J, purple
Star, orange, K, purple
Star, orange, L, purple
Star, orange, M, purple
Star, orange, N, purple
Star, orange, O, purple
Star, orange, P, purple
Star, orange, Q, purple
Star, orange, R, purple
Star, orange, S, purple
Star, orange, T, purple
Star, orange, U, purple
Star, orange, V, purple
Star, orange, W, purple
Star, orange, X, purple
Star, orange, Y, purple
Star, orange, Z, purple
Star, orange, 0, purple
Star, orange, 1, purple
Star, orange, 2, purple
Star, orange, 3, purple
Star, orange, 4, purple
Star, orange, 5, purple
Star, orange, 6, purple
Star, orange, 7, purple
Star, orange, 8, purple
Star, orange, 9, purple
Star, orange, A, brown
Star, orange, B, brown
Star, orange, C, brown
Star, orange, D, brown
Star, orange, E, brown
Star, orange, F, brown
Star, orange, G, brown
Star, orange, H, brown
Star, orange, I, brown
Star, orange, J, brown
Star, orange, K, brown
Star, orange, L, brown
Star, orange, M, brown
Star, orange, N, brown
Star, orange, O, brown
Star, orange, P, brown
Star, orange, Q, brown
Star, orange, R, brown
Star, orange, S, brown
Star, orange, T, brown
Star, orange, U, brown
Star, orange, V, brown
Star, orange, W, brown
Star, orange, X, brown
Star, orange, Y, brown
Star, orange, Z, brown
Star, orange, 0, brown
Star, orange, 1, brown
Star, orange, 2, brown
Star, orange, 3, brown
Star, orange, 4, brown
Star, orange, 5, brown
Star, orange, 6, brown
Star, orange, 7, brown
Star, orange, 8, brown
Star, orange, 9, brown
Pentagon, white, A, black
Pentagon, white, B, black
Pentagon, white, C, black
Pentagon, white, D, black
Pentagon, white, E, black
Pentagon, white, F, black
Pentagon, white, G, black
Pentagon, white, H, black
Pentagon, white, I, black
Pentagon, white, J, black
Pentagon, white, K, black
Pentagon, white, L, black
Pentagon, white, M, black
Pentagon, white, N, black
Pentagon, white, O, black
Pentagon, white, P, black
Pentagon, white, Q, black
Pentagon, white, R, black
Pentagon, white, S, black
Pentagon, white, T, black
Pentagon, white, U, black
Pentagon, white, V, black
Pentagon, white, W, black
Pentagon, white, X, black
Pentagon, white, Y, black
Pentagon, white, Z, black
Pentagon, white, 0, black
Pentagon, white, 1, black
Pentagon, white, 2, black
Pentagon, white, 3, black
Pentagon, white, 4, black
Pentagon, white, 5, black
Pentagon, white, 6, black
Pentagon, white, 7, black
Pentagon, white, 8, black
Pentagon, white, 9, black
Pentagon, white, A, red
Pentagon, white, B, red
Pentagon, white, C, red
Pentagon, white, D, red
Pentagon, white, E, red
Pentagon, white, F, red
Pentagon, white, G, red
Pentagon, white, H, red
Pentagon, white, I, red
Pentagon, white, J, red
Pentagon, white, K, red
Pentagon, white, L, red
Pentagon, white, M, red
Pentagon, white, N, red
Pentagon, white, O, red
Pentagon, white, P, red
Pentagon, white, Q, red
Pentagon, white, R, red
Pentagon, white, S, red
Pentagon, white, T, red
Pentagon, white, U, red
Pentagon, white, V, red
Pentagon, white, W, red
Pentagon, white, X, red
Pentagon, white, Y, red
Pentagon, white, Z, red
Pentagon, white, 0, red
Pentagon, white, 1, red
Pentagon, white, 2, red
Pentagon, white, 3, red
Pentagon, white, 4, red
Pentagon, white, 5, red
Pentagon, white, 6, red
Pentagon, white, 7, red
Pentagon, white, 8, red
Pentagon, white, 9, red
Pentagon, white, A, blue
Pentagon, white, B, blue
Pentagon, white, C, blue
Pentagon, white, D, blue
Pentagon, white, E, blue
Pentagon, white, F, blue
Pentagon, white, G, blue
Pentagon, white, H, blue
Pentagon, white, I, blue
Pentagon, white, J, blue
Pentagon, white, K, blue
Pentagon, white, L, blue
Pentagon, white, M, blue
Pentagon, white, N, blue
Pentagon, white, O, blue
Pentagon, white, P, blue
Pentagon, white, Q, blue
Pentagon, white, R, blue
Pentagon, white, S, blue
Pentagon, white, T, blue
Pentagon, white, U, blue
Pentagon, white, V, blue
Pentagon, white, W, blue
Pentagon, white, X, blue
Pentagon, white, Y, blue
Pentagon, white, Z, blue
Pentagon, white, 0, blue
Pentagon, white, 1, blue
Pentagon, white, 2, blue
Pentagon, white, 3, blue
Pentagon, white, 4, blue
Pentagon, white, 5, blue
Pentagon, white, 6, blue
Pentagon, white, 7, blue
Pentagon, white, 8, blue
Pentagon, white, 9, blue
Pentagon, white, A, green
Pentagon, white, B, green
Pentagon, white, C, green
